Year,Advanced Economies,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Emerging Market and Developing Economies (EMDEs),High Income Countries,EMDE Latin America & Caribbean,Low-Income Countries (LIC),Middle-Income Countries (MIC),EMDE Middle East & N. Africa,EMDE South Asia,EMDE Sub-Saharan Africa,World (WBG members)
1993M12,3.976405,7.368421,183.7259,13.23077,4.377104,12.73619,-2.755109,13,7.218859,10.66411,32.51613,9.564777
1994M01,3.065856,8.333333,253.3155,14.23841,3.36689,13.99994,-0.153759,13.99994,3.541583,11.23096,33.58954,9.252669
1994M02,2.988905,7.933579,188.5393,14.46793,3.310561,14.07807,1.090924,15.34655,3.823397,11.8612,32.23549,8.802817
1994M03,3.130157,7.058824,171.8765,14.08501,3.976893,13.86069,2.589555,15.37584,4.255963,11.9197,30.27394,9.08642
1994M04,2.942153,7.350272,172.1431,13.9245,3.297991,13.61343,2.292845,15.83322,4.050922,12.97331,28.25643,8.592322
1994M05,2.974453,7.594937,140.1614,14.26038,4.314811,13.40638,7.776938,16.94614,4.98108,11.58088,24.44768,8.039763
1994M06,2.915979,7.643885,172.4696,12.96928,3.724382,12.39735,6.631617,16.91409,4.205474,11.88599,18.08213,7.810219
1994M07,3.154127,8.22898,143.8308,12.51506,3.932112,12.07563,6.771047,12.53012,3.883127,8.987692,17.76984,8.121128
1994M08,3.37794,9.082814,123.8293,13.18212,4.103299,12.3509,9.396949,13.61257,3.947042,9.293923,15.41276,9.123363
1994M09,3.22373,9.292035,111.3016,12.54092,4.24208,14.00889,11.44805,12.94278,3.772005,9.425428,12.19541,9.401971
1994M10,2.867217,9.753954,111.4938,12.43231,3.682143,14.33558,10.45393,12.45634,4.052766,10.41827,11.4311,9.167243
1994M11,2.595868,9.947644,110.1335,14.96056,3.686073,14.77361,16.55306,13.36806,4.636737,10.49382,13.24634,9.290459
1994M12,2.589024,9.973981,117.9903,15.6534,2.778879,15.18821,16.70676,15.18821,3.346133,11.73521,13.27255,9.165751
1995M01,2.698964,5.900621,99.33838,15.67944,4.216149,14.60373,11.70238,16.26363,5.353747,12.46476,10.65229,9.419355
1995M02,2.69569,5.846154,85.65271,15.51724,4.004079,14.33627,15.57294,14.97768,5.286628,11.63263,12.67728,8.888889
1995M03,2.773978,6.153846,75.72594,17.05026,3.877931,14.30251,17.05026,16.67407,5.563921,12.33281,13.6632,9.708779
1995M04,2.980521,6.097561,54.75459,15.31532,4.124856,13.23896,15.55914,14.61642,5.929538,11.06786,13.35016,9.438304
1995M05,2.888833,5.757576,49.60841,14.35897,3.372391,13.14811,14.23603,15.36131,5.773053,11.59201,12.61129,9.333333
1995M06,2.714512,6.646526,46.12075,14.9751,3.526488,13.50453,14.9751,13.71177,5.441659,11.78426,12.48533,9.39371
1995M07,2.606359,6.306306,46.11423,12.12938,3.301129,13.31469,11.49717,13.31469,5.875388,11.56349,10.2262,8.889572
1995M08,2.393031,6.547619,41.85567,12.80788,2.681875,12.55367,10.22194,12.99061,5.817579,11.97128,8.962117,8.47362
1995M09,2.36731,8.333333,37.21076,12.45402,3.152387,12.35584,7.112318,12.48529,5.917057,12.09382,6.802635,8.163265
1995M10,2.604821,8.605341,35.04713,11.97644,3.529484,12.02687,1.547401,12.00368,6.088249,10.23486,6.638408,8.097166
1995M11,2.532505,8.554572,32.82425,11.09044,3.982328,12.03533,1.440892,11.52192,5.370763,9.986783,6.306791,8.016564
1995M12,2.494701,8.259587,30.68967,11.26761,3.637333,12.01569,1.578138,11.41569,5.168043,9.464704,6.783612,7.997996
1996M01,2.613232,9.191044,29.46835,11.01176,2.753544,13.4446,4.284799,11.06138,6.273792,7.071273,6.286988,7.287557
1996M02,2.722124,9.011628,27.99403,11.21642,2.912718,15.91722,-0.161555,11.30033,5.827703,7.223348,6.158411,7.172821
1996M03,2.707315,9.275362,26.74726,10.95328,2.927321,14.62095,-2.098148,11.40428,6.092945,6.635695,6.28008,7.064666
1996M04,2.584562,8.192956,27.584,11.16971,2.916929,12.55133,-4.990233,11.32123,5.746741,7.197793,6.471509,7.252307
1996M05,2.772862,8.377761,30.149,10.84694,2.84261,12.45348,-7.226411,10.93155,5.115468,7.142874,6.440248,6.918983
1996M06,2.559628,7.261725,29.65959,10.62517,2.812834,12.21253,-9.120439,10.86844,4.54539,6.084234,8.757984,7.477016
1996M07,2.516292,7.228916,32.9085,11.78458,2.843547,13.03113,-5.643449,11.93074,4.37442,6.81131,9.848886,7.416765
1996M08,2.779934,6.891386,30.70519,11.4471,3.330097,13.74751,-7.955828,12.0214,5.015517,5.788587,9.410589,7.15787
1996M09,2.86456,6.760773,27.04049,11.01867,3.134334,13.27382,-7.989459,11.74833,5.009373,5.213154,9.316189,6.814452
1996M10,2.910492,6.557377,24.31645,10.83596,2.969907,12.00828,-6.86661,11.05195,3.899829,5.858806,9.808189,6.44122
1996M11,2.630484,6.25,21.4998,10.60509,2.974588,10.76404,-6.576603,10.76404,3.550432,5.921842,9.95856,6.135279
1996M12,2.583227,6.141618,20.37707,9.894071,2.751924,10.96669,-5.211516,10.19718,3.044908,5.669867,9.720936,6.651394
1997M01,2.632903,4.548685,19.0395,10.15757,2.879622,10.82751,-4.937363,10.82751,3.366337,8.31269,10.1098,6.294366
1997M02,2.3738,4.208348,19.1126,9.598725,2.811921,9.353092,-6.242519,9.844358,3.353057,8.790296,11.04175,5.646613
1997M03,2.248018,4.561887,18.85494,9.147069,2.548817,9.334601,-8.137608,9.334601,3.137255,8.008607,11.41312,5.788401
1997M04,2.0583,4.250943,18.56369,8.681238,2.128008,8.609272,-6.972133,8.753204,4.142012,8.88896,13.30576,5.684634
1997M05,2.029148,4.290598,17.67985,8.630934,2.202741,7.792208,-5.201952,8.665879,4.572925,8.356354,11.28133,5.606911
1997M06,2.070367,4.513592,17.64706,8.275115,2.211674,7.792208,-0.565972,8.758022,4.285714,9.055026,10.08726,5.349851
1997M07,2.142611,4.977838,17.38651,8.397734,2.322382,8.441558,-1.251377,8.441558,3.488372,8.645625,8.688434,5.436484
1997M08,2.307748,5.412371,15.82734,8.174749,2.333162,8.221049,2.100575,8.221049,3.546099,8.769442,8.024993,5.585118
1997M09,2.255834,5.655527,17.52008,8.087404,2.478392,8.34579,3.30307,8.108108,3.521127,8.694694,7.698839,5.632813
1997M10,2.058949,5.897436,17.69097,7.917518,2.231393,8.418177,7.999022,7.836015,3.667954,8.493925,7.696437,5.924908
1997M11,2.120373,6.649616,18.15052,7.650097,2.30396,7.73399,5.217336,7.73399,4.225352,7.023083,7.001446,5.240247
1997M12,2.129157,6.345178,18.23472,8.089718,2.289992,7.174231,0.971357,8.212291,3.846154,6.674261,7.756776,6.203862
1998M01,2.014095,6.852792,17.68919,7.770467,2.035886,7.29697,-0.796845,8.243964,4.195804,6.098157,7.072,6.06329
1998M02,1.911184,7.594937,17.18787,7.907211,2.084528,8.149609,1.635131,8.149609,4.195804,6.146023,6.471443,5.32035
1998M03,2.2566,8.291457,16.58175,7.772364,2.281865,8.242254,2.489633,8.242254,3.472222,7.286354,5.366655,5.247014
1998M04,2.132197,8.5,16.16,8.371858,2.304077,8.464353,2.119037,8.410382,3.219697,6.153619,5.093796,5.225709
1998M05,2.073763,10.14588,15.97113,7.836093,2.228672,8.433735,2.410386,7.968566,3.402647,6.582066,4.844058,5.202604
1998M06,2.11054,10.14851,12.18731,7.267656,2.158211,7.91965,0.23975,7.430049,3.013183,6.614586,5.754788,5.216671
1998M07,1.92371,9.922053,9.951246,7.26676,2.163148,7.457236,-1.646544,7.26676,2.893519,6.708212,6.806283,4.572565
1998M08,1.866515,7.58226,9.358667,6.935296,2.146094,7.573254,-1.332269,7.573254,3.531238,7.390081,7.668501,3.981506
1998M09,1.660268,6.817463,10.30716,6.679728,2.199527,7.086645,0.424197,6.952054,2.985075,7.504086,7.760959,4.688285
1998M10,1.742761,5.733083,9.741276,7.236324,2.012605,7.536232,0.253899,7.311383,2.793296,7.841636,8.81037,4.650317
1998M11,1.680685,5.668016,8.955399,7.586445,1.723801,7.475995,-1.931105,8.219077,2.788104,9.220116,9.077603,4.233807
1998M12,1.640281,5.241935,10.09024,7.956502,1.753923,7.53643,-1.197707,8.569031,2.777778,9.37379,9.021843,4.137346
1999M01,1.612583,5.073431,9.878296,7.002765,1.668988,7.024793,1.230581,8.041008,2.773062,8.062783,8.81181,3.285569
1999M02,1.587897,3.963012,9.550562,6.619061,1.800779,6.818182,2.513945,7.316105,2.578269,7.383771,8.008282,2.946026
1999M03,1.496507,3.010471,9.435836,6.903961,1.783575,6.779661,5.012447,7.481125,2.941176,6.410919,7.578823,3.003552
1999M04,1.520555,2.872063,9.543487,5.684397,1.78808,5.027933,7.270401,6.119825,2.649007,6.182769,7.540648,2.895607
1999M05,1.444102,2.998696,9.064384,5.789826,1.81981,4.745763,6.804629,5.789826,2.559415,6.241042,7.07714,2.595497
1999M06,1.431554,2.064516,9.82659,5.421815,1.827874,4.377104,8.730354,5.312434,2.631579,5.625111,7.266362,2.500238
1999M07,1.661902,2.325581,10.98266,5.161948,1.787531,5.157343,9.892559,5.145636,2.737226,4.971997,6.067548,2.663617
1999M08,1.487462,2.190722,11.69591,5.590091,1.763516,5.610561,9.686245,5.590091,2.545455,3.932855,6.963865,2.538902
1999M09,1.586636,1.38642,13.52941,4.604271,1.982056,4.83871,8.240671,4.604271,1.948052,3.768818,6.100085,2.632219
1999M10,1.894586,1.632943,14.11765,4.981875,1.988875,6.486486,7.32379,4.981875,2.524373,3.840367,5.301727,2.618146
1999M11,1.992963,1.302817,16.47059,4.207326,2.046013,5.232929,7.978331,4.207326,1.440823,3.361361,7.269185,2.671549
1999M12,2.171824,1.499303,11.02832,5.02614,2.33817,5.076628,7.871877,5.02614,2.553119,3.130555,7.871877,2.97887
2000M01,2.141558,0.756564,10.22392,5.293367,2.569049,6.032819,5.400596,5.376344,1.838298,3.492422,6.134764,3.331233
2000M02,2.510654,1.054195,10.58218,4.929577,2.713007,6.548635,4.065733,5.364807,2.580645,3.145818,5.794402,3.217972
2000M03,2.544704,1.353764,11.30303,5.140187,2.708014,6.917853,4.306693,5.592734,3.035714,3.465271,5.377035,3.349364
2000M04,2.248663,0.982874,10.96713,5.824844,2.593035,6.814375,4.184249,6.20985,2.85205,3.542347,5.970572,3.309353
2000M05,2.513993,1.392405,11.38379,4.956629,2.743484,6.632251,2.907131,6.410256,2.564103,3.090512,4.956629,3.26087
2000M06,2.748814,2.067106,10.53946,6.170213,2.859784,7.122507,1.065097,6.692991,2.564103,3.671656,6.574622,3.287671
2000M07,2.866027,1.911304,9.895833,6.109726,2.962505,7.165647,0.85188,7.130956,2.547771,3.53925,7.130956,3.59928
2000M08,2.775846,2.23914,10.92621,6.794055,2.965923,7.888316,0.643147,6.899673,2.547771,3.30872,8.273381,3.688525
2000M09,3.066415,2.386635,10.2304,6.767181,3.345925,7.833608,-0.215578,7.678131,2.547771,3.572708,8.214286,3.733333
2000M10,2.964792,2.114669,10.28884,6.825674,3.09723,6.65165,0.017142,7.103321,1.850908,2.876654,8.540925,4.186339
2000M11,3.157248,2.121662,10.10101,6.792958,3.244249,5.882799,1.45155,7.086133,1.555631,3.489893,8.510638,3.968254
2000M12,2.776376,1.650943,9.950249,5.970149,3.008934,5.828358,0.104501,7.203647,0.863039,3.254911,8.450704,4.090268
2001M01,3.064318,3.819469,9.816258,6.097315,3.09825,5.970149,1.255589,7.106138,0.350994,3.358282,7.638889,4.458194
2001M02,2.813181,3.868507,10.03169,6.403941,3.032403,6.315789,1.365942,7.193066,0.315516,3.087866,7.720254,4.053079
2001M03,2.581872,3.697084,10.43721,6.405981,2.841311,6.394049,-1.799181,7.196336,0.664783,2.836278,7.316342,4.062962
2001M04,3.010461,3.96053,10.93817,6.376038,3.217315,6.31068,-3.246841,6.825939,1.383564,2.854711,6.825939,4.43459
2001M05,3.216738,4.092541,10.64966,6.25,3.460374,6.25,-2.790878,6.705539,0.812334,2.906075,6.881288,4.605954
2001M06,3.026999,3.984473,9.517124,6.232023,3.148075,6.510417,-2.729287,6.662926,1.220414,2.364422,6.213365,4.377312
2001M07,2.720574,3.899435,8.58113,5.927143,2.765548,6.913435,-4.231901,6.415859,1.863354,2.782467,5.980066,4.282181
2001M08,2.772375,3.532434,7.321277,5.647841,2.821201,6.635071,-5.411065,5.880038,1.863354,3.172973,5.647841,3.992761
2001M09,2.592913,3.487952,6.563079,5.18668,2.694656,6.103286,-4.807093,5.610561,2.388004,2.697372,5.610561,3.448276
2001M10,2.401437,3.099952,6.312703,4.75162,2.526495,6.18382,-5.073718,5.183545,2.484472,2.714961,4.75162,3.260146
2001M11,2.045969,2.815774,5.959872,4.420993,2.235856,5.835432,-4.933994,5.172414,2.430902,1.987309,5.172414,3.074141
2001M12,2.213866,2.446966,6.334842,4.141583,2.353801,4.916667,-3.958948,4.825784,2.469136,2.450623,5.364807,3.230246
2002M01,2.69642,2.250379,6.726457,4.940802,2.712762,5.236908,-5.193227,5.806452,2.825928,2.933421,5.806452,3.474973
2002M02,2.454098,2.116879,6.190691,5.181278,2.52079,4.896318,-5.070823,5.777778,2.633099,3.322368,5.845981,3.294844
2002M03,2.378265,2.769648,5.99671,5.208804,2.573326,5.131265,-3.439131,5.910514,2.15411,4.144737,6.070288,3.420092
2002M04,2.161806,2.73782,6.72,5.356946,2.445302,5.804165,-3.622981,6.010929,1.653146,4.168034,7.332032,3.461411
2002M05,1.848559,2.598771,7.044753,5.009677,1.86096,5.996473,-2.934016,5.427975,2.740002,3.934426,5.678233,3.224333
2002M06,1.553887,2.463399,5.090897,4.756898,1.696038,6.306306,-1.823874,5.394191,2.224262,4.424779,5.660377,2.8398
2002M07,1.912768,2.26705,4.884595,4.656418,1.973684,6.20915,-0.143134,5.371901,1.599083,3.931124,5.383023,2.848726
2002M08,1.852193,2.357456,4.657778,4.782877,1.852533,6.018619,2.651256,5.253959,1.526864,4.144884,7.491082,3.12969
2002M09,1.780381,2.25762,5.164319,5.342896,1.863202,5.917796,3.473136,5.840286,2.010147,3.877703,9.852463,3.044533
2002M10,2.122571,2.194145,4.96961,5.025456,2.218115,6.28877,5.374889,5.669291,1.836256,3.874814,6.804124,3.090937
2002M11,2.19672,1.723782,4.707909,5.20066,2.218953,6.550218,6.061881,6.258127,1.308926,4.098361,9.965636,3.380956
2002M12,2.2854,2.04461,4.719005,5.509661,2.480271,6.832166,7.733098,5.702648,1.119112,3.994083,11.21824,3.470974
2003M01,2.37333,2.287112,5.185902,5.358292,2.369668,6.465517,9.665719,6.10071,0.987556,3.362152,11.48084,3.482752
2003M02,2.45394,2.425373,4.553191,5.575149,2.567535,6.437768,10.99834,5.999653,1.461949,3.813715,11.11077,3.935997
2003M03,2.5718,2.037037,4.768623,5.734364,2.623639,5.957447,11.98527,5.957447,1.769972,3.874269,10.52997,3.797357
2003M04,2.156303,2.214022,3.93778,5.649614,2.158273,7.20339,14.14326,5.964215,1.25348,3.893741,10.81976,3.186146
2003M05,1.851696,2.209945,3.351099,5.193992,1.89415,7.841098,13.92752,5.439696,2.219754,3.986952,10.68038,3.016591
2003M06,1.78294,2.762431,4.576344,4.671737,1.793893,7.241593,14.02953,5.039877,2.439526,4.393609,12.98764,3.241813
2003M07,1.650025,2.205882,4.677571,4.761905,1.651349,6.841687,14.05714,4.829932,2.447515,4.509804,11.00211,2.966381
2003M08,1.903862,2.242346,4.82408,4.943095,1.935065,7.030016,12.5289,5.135065,2.53954,3.31384,9.305478,2.94612
2003M09,1.981877,2.193784,5.426636,5.115568,1.993311,7.070297,11.1771,5.545076,2.60984,3.294574,8.744509,3.004454
2003M10,1.586395,2.007299,5.704163,4.877714,1.579467,6.380613,9.537003,5.848445,3.025543,3.427859,8.325698,3.070098
2003M11,1.774308,2.522639,7.105745,5.4695,1.736973,5.923044,7.26575,5.802512,3.834056,4.208229,7.537136,3.27553
2003M12,1.704476,3,7.012053,5.573185,1.728878,5.858018,5.766051,5.756852,3.952382,5.655687,6.200671,3.209856
2004M01,1.608849,3.107861,6.598639,5.116178,1.747197,5.298013,3.662935,5.298013,3.659063,5.111524,5.067556,3.251365
2004M02,1.650619,3.278689,6.697814,4.590272,1.669536,4.559641,2.981623,5.426357,3.077147,4.242238,5.253401,3.278689
2004M03,1.366407,3.266788,6.50352,5.252674,1.377005,4.271839,2.506091,5.876928,2.173003,5.401235,5.555634,3.02718
2004M04,1.651842,3.789904,6.635935,5.33278,1.656811,4.212631,2.317221,5.882353,3.517734,6.038201,5.606794,3.068592
2004M05,2.292227,4.31768,6.618606,4.967818,2.320282,4.8098,2.67526,5.496625,2.540714,6.951707,4.561166,3.302805
2004M06,2.445104,4.782197,6.221198,5.552243,2.45712,5.603448,1.572639,6.117738,2.53533,8.441158,5.154089,3.649803
2004M07,2.366642,5.395683,7.173277,5.716469,2.38607,6.132618,1.48424,6.493506,3.098646,5.737428,5.67414,3.717088
2004M08,2.255064,5.376344,6.976744,5.558392,2.288734,5.845392,2.832559,6.260485,3.108919,5.652759,5.755089,3.981065
2004M09,2.090853,5.903399,6.29676,5.894303,2.094583,5.920304,3.477499,6.196001,2.036366,7.02049,6.066179,3.812504
2004M10,2.336161,5.996559,6.279824,5.908829,2.359336,5.398162,4.66263,6.279824,1.875895,7.3554,6.778504,3.649184
2004M11,2.506646,6.052438,5.355791,5.502987,2.513013,5.39121,6.364903,5.783582,1.985622,6.154864,7.534651,3.621622
2004M12,2.278481,6.743976,5.645009,5.645009,2.480976,5.45183,7.44082,6.121609,2.500755,5.872703,7.976504,3.683294
2005M01,2.023121,7.482788,5.489305,5.821138,2.137443,5.715461,9.000302,6.807263,2.957707,5.821138,9.000302,3.451705
2005M02,2.218336,7.023964,6.152104,6.679637,2.244912,5.393513,9.029855,7.002163,3.527676,6.679637,9.029855,3.402192
2005M03,2.37467,6.816721,6.744537,6.427819,2.511521,5.075395,9.886556,6.622805,3.544744,6.877624,9.886556,3.544891
2005M04,2.307692,6.82181,6.934307,6.066946,2.512778,5.165456,10.31724,6.257605,2.901291,6.59376,10.31724,3.431524
2005M05,1.934919,6.58095,7.664234,5.839416,2.198767,5.11883,9.734825,6.047414,2.59809,6.85458,9.734825,3.16618
2005M06,2.009041,5.905643,8.029197,5.456453,2.094653,4.858593,10.62719,6.224277,2.58241,7.131436,10.62719,2.921369
2005M07,2.050663,5.177616,6.078886,5.331797,2.143118,4.839292,11.03502,5.359929,1.692971,7.628471,11.03502,3.18374
2005M08,2.111024,5.922142,7.098765,5.354751,2.222009,4.6,9.31405,5.487943,1.848888,7.961783,8.572433,3.418427
2005M09,2.471884,6.030077,6.579899,5.673359,2.543812,4.980294,9.717382,5.962138,2.789398,6.90521,8.87809,3.579603
2005M10,2.646139,6.424665,6.289255,6.05042,2.684202,5.265037,8.108395,6.281095,2.597552,6.820305,8.108395,3.638257
2005M11,2.475845,7.380514,6.089456,5.186722,2.534426,4.992153,7.873294,6.147438,2.751764,7.668329,7.873294,3.456054
2005M12,2.261246,7.295823,6.285883,5.330154,2.320726,4.993047,7.089358,5.893085,2.655969,7.344283,7.691855,3.554731
2006M01,2.396943,7.029914,5.9844,5.912096,2.592516,5.79544,8.060154,6.029029,3.004366,6.822372,7.952954,3.928508
2006M02,2.364823,7.392438,6.763127,6.109422,2.41899,5.616385,8.808649,6.349604,2.907359,6.109422,8.489249,3.871773
2006M03,2.261905,7.129123,6.535556,6.061097,2.370903,5.399752,8.671567,6.25,3.42368,6.404834,7.969009,3.969298
2006M04,2.686203,6.161407,6.51742,5.874093,2.714081,4.69707,6.432106,6.079553,3.698435,6.295716,5.862069,3.889789
2006M05,2.824859,6.14919,7.178827,6.138651,3.010711,4.193877,9.127152,6.23496,4.420732,7.071765,6.559002,4.01509
2006M06,2.594402,5.781474,7.100595,6.734993,2.718365,4.437102,8.943912,7.080363,4.407295,7.658129,7.57315,4.025157
2006M07,2.303714,5.746415,6.596428,6.190918,2.628638,5.27307,9.249954,6.47986,4.711246,6.613286,6.435143,4.288667
2006M08,2.560241,5.786155,6.476989,6.432073,2.799568,4.668726,10.15,6.489676,4.146141,6.806283,7.121662,4.146141
2006M09,2.355093,5.126424,5.752018,5.629368,2.444193,4.253759,9.637579,5.633803,3.917019,7.317073,6.866847,3.962264
2006M10,1.58692,4.330738,5.80065,5.600273,1.958652,3.748185,11.10829,5.64499,4.329609,7.79896,7.793172,3.748185
2006M11,1.968703,4.328612,6.216086,5.393524,2.085079,4.314721,12.30069,5.536219,4.178273,7.056799,8.160869,4.238619
2006M12,2.081366,4.388747,6.493114,5.634391,2.241824,4.745517,14.24381,5.728617,4.422383,6.65529,8.67679,4.422383
2007M01,1.886792,4.495772,7.193659,5.934337,2.16232,5.616606,13.09696,5.936983,4.369142,6.462585,8.011653,4.232602
2007M02,1.88457,4.473008,6.552353,5.903834,2.081519,5.247971,12.62274,6.044701,3.859447,7.419355,7.415254,3.966903
2007M03,2.068127,4.681046,6.023631,5.918544,2.296651,5.814149,12.35669,5.976746,3.74677,7.666099,6.708268,3.926871
2007M04,2.093245,3.813431,5.621312,6.185567,2.420145,6.284565,13.75862,6.211287,3.756272,6.93045,7.4883,3.785084
2007M05,2.106227,3.576841,6.140099,5.741739,2.309138,6.122449,10.82504,6.084857,3.568104,7.485323,7.608696,3.670523
2007M06,1.991701,4.290092,6.416208,6.028636,2.382125,5.797101,10.34741,6.066309,4.074339,7.040544,6.923077,3.985934
2007M07,2.106227,5.434624,6.787675,6.146789,2.289647,5.491145,9.748836,6.286737,4.557143,6.414474,7.03125,3.961391
2007M08,1.973265,6.191545,7.784411,6.314034,2.124308,5.165628,10.07972,6.372709,5.00439,6.314034,6.811146,4.292649
2007M09,2.477064,6.413994,7.78752,6.534727,2.696623,6.384101,11.24694,6.680189,5.511811,8.196721,6.693712,4.823866
2007M10,2.970414,6.560119,10.04319,7.067669,3.109442,7.169118,12.4335,7.417027,4.679376,9.224567,7.474747,5.238185
2007M11,3.245604,6.732196,10.25951,7.285811,3.566357,7.601351,11.91431,7.824821,4.848485,8.62837,8.04829,5.48719
2007M12,3.410962,5.908257,11.02486,7.601163,3.867049,7.608696,11.90924,7.792597,5.202312,8.878613,7.984032,5.674811
2008M01,3.550654,6.551095,10.87311,8.443305,3.87181,7.63613,13.33472,8.531746,5.398257,11.4154,9.023311,6.52852
2008M02,3.815407,6.655815,11.33758,9.073335,4.193782,8.309215,14.67134,9.418454,6.964132,10.12254,9.918628,6.967303
2008M03,3.974904,7.788981,13.20513,9.819277,4.325883,8.710195,15.00512,9.881546,8.180537,10.07384,9.869356,7.753165
2008M04,3.909704,8.525149,13.68286,9.64411,4.167172,8.387955,14.79158,10.39309,9.394884,8.018868,9.746507,8.018868
2008M05,4.257768,9.009813,14.12214,10.23527,4.666188,9.275407,13.94653,10.77952,9.476521,7.696268,11.11893,8.418891
2008M06,4.78864,9.959231,14.06844,11.38672,4.943357,9.679404,14.48413,11.89004,9.317424,10.25706,12.2248,9.552239
2008M07,4.822777,10.2526,13.37021,11.86091,5.263094,9.823177,15.25692,12.42995,9.880598,10.73146,14.11602,9.614134
2008M08,4.755309,10.66667,11.55853,11.50411,4.968057,9.989898,15.71144,11.59063,8.52201,9.815796,13.93617,9.398097
2008M09,4.553745,10.17699,10.80461,10.8257,4.95332,9.952613,15.82734,10.93892,8.574102,10.15385,14.18907,9.033281
